Title,Source,Location,Publisher Location,Date,Sentences,Relevant
CSO: GDP growth expected to hit 3-year low of 7.1% [The Times Of India],The Times of India (Online),NA,New Delhi,2017-01-07,"Friday, do not take into account the impact of demonetisation, which is likely to pare GDP growth further. The CSO has released the GDP growth",0
Some respite for the environment?,The Hindu,Property Plus,Chennai,2017-01-07,"Everyone is talking money - demonetisation, political agenda, cash crunch, hoarding new currency, impacts on daily life, IT raids, eradicating black money and",0
Rs 45K old notes exchanged by duping two Dalit women [Times City],The Times of India (Online),NA,New Delhi,2017-01-07,"Samdi and Matia respectively. Post demonetisation, Samdi had deposited Rs 4,500 in nine new notes of Rs 500 on and Maria deposited Rs 4,000 in",0
GDP growth expected to slip to 3-yr low of 7.1% [The Times Of India],The Times of India (Online),NA,New Delhi,2017-01-07,"Friday do not take into account the impact of demonetisation, which is likely to pare GDP growth further. The CSO has released the GDP growth",0
GDP growth expected to hit 3-yr low of 7.1%: CSO [The Times Of India],The Times of India (Online),NA,New Delhi,2017-01-07,"Friday do not take into account the impact of demonetisation, which is likely to pare GDP growth further. The CSO has released the GDP growth",0
"With slower GDP growth expected, Centre's claim stand exposed: P Chidambaram",Financial Express,NA,NEW DELHI,2017-01-07,of growth has been exposed. He also said that the growth is likely to be even lower after the demonetisation move of the centre. Even,0
GDP growth expected to slip to 3-year low of 7.1% [The Times Of India],The Times of India (Online),NA,New Delhi,2017-01-07,"Friday do not take into account the impact of demonetisation, which is likely to pare GDP growth further. The CSO has released the GDP growth",0
India no longer a jobseekers' market as note ban turns the tables in employers' favour [Jobs],The Economic Times,NA,New Delhi,2017-01-07,"a six-year low. Though impact of demonetisation on the jobs market is likely to last only for two quarters, the whole of 2017 may see",0
GDP growth is expected to slip to 3-year low of 7.1% [The Times Of India],The Times of India (Online),NA,New Delhi,2017-01-07,"Friday do not take into account the impact of demonetisation, which is likely to pare GDP growth further. The CSO has released the GDP growth",0
Heed the President,Indian Express,NA,NEW DELHI,2017-01-07,some time. There are two reasons why people in rural areas are likely to have borne a disproportionate burden of demonetisation. The first has to,0
GDP growth expected to hit 3-yr low of 7.1%: CSO [The Times Of India],The Times of India (Online),NA,New Delhi,2017-01-07,"Friday do not take into account the impact of demonetisation, which is likely to pare GDP growth further. The CSO has released the GDP growth",0
GDP growth estimated to slow to 3-year low of 7.1% [The Times Of India],The Times of India (Online),NA,New Delhi,2017-01-07,"Friday do not take into account the impact of demonetisation, which is likely to pare GDP growth further. The CSO has released the GDP growth",0
More arrests likely at two Surat banks [Ahmedabad],The Times of India,Ahmedabad,New Delhi,2017-01-07,"crore in 230 bank accounts in Surat, post demonetization. The agency is likely to arrest Maharshi Chokkas and Himanshu Shah in another case of high-value",0
Note ban clips Surat kite traders' manja [Surat],The Times of India,Surat,New Delhi,2017-01-08,"makers and sellers of kites. Blame it on demonetization and shortage of new currency in the market, the pre-Uttrayan zest in the Diamond City is",0
"Incensed over growing corruption, RSS wants CM to act tough",Free Press Journal,NA,NEW DELHI,2017-01-08,"executive body, warning to party organisation leaders and people linked to the government may be given on corruption. BJP, after demonetisation, wants to prove that",0
"Rs 45,000 in old notes exhanged by duping Dalit women [Jaipur]",The Times of India,JAISALMER,New Delhi,2017-01-08,"and Matia respectively. Post demonetisation, Samdi had deposited Rs 4,500 in nine new notes of Rs 500 on and Maria deposited Rs 4,000 in eight",0
Cash crunch truth in results,The Telegraph (India),Mumbai,NEW DELHI,2017-01-08,"said, ""The road ahead is long and not easy.''The banking sector is likely to report a mixed performance as the ban on high-value notes, which|said, ""The road ahead is long and not easy.''The banking sector is likely to report a mixed performance as the ban on high-value notes, which|such as consumer goods, automobiles and real estate.Though the IT sector is unlikely to feel the pinch of demonetisation as it derives a significant portion",0
Will Rahul assume charge finally?,Free Press Journal,Mumbai,NEW DELHI,2017-01-08,"said that demonetisation is the only issue on agenda. ""It would be possible that Rahul Gandhi's issue would be moved before the meeting,"" he claimed.",0
Mumbai: Congress seeks judicial probe into demonetisation,Indian Express,NA,NEW DELHI,2017-01-08,"action had the BJP taken on their leaders found with bundles of new notes post demonetisation. Former Union Home Minister Sushilkumar Shinde, who heads Congress's",0
Growing unease,Businessline,NA,Chennai,2017-01-08,"this fiscal, with the effects of the downturn dragging into 2016-17. This could happen in the event of weak consumer and investor sentiment dragging each|The economy is unlikely to grow at 7 per cent this fiscal, post demonetisation The economy|grow at 7 per cent this fiscal, post demonetisation The economy is unlikely to grow at 7 per cent this fiscal, post demonetisation Strangely enough,|grow at 7 per cent this fiscal, post demonetisation The economy is unlikely to grow at 7 per cent this fiscal, post demonetisation Strangely enough,|indirect tax collections. The deceleration in manufacturing and services after demonetisation is unlikely to lead to a spurt in tax collections this fiscal. Therefore, Q2",0
Equity 2017: Use volatility to cherry-pick stocks,Businessline,NA,Chennai,2017-01-08,"and gold jewellery. The impact of demonetisation on Sensex earnings is, however, likely to be minimal. The additional revenue that can be raised due to",0
RBI to give Nepal Rs 1 Billion In 100-Rupee Banknotes to Ease Crisis: Report,Kashmir Images,Kathmandu,New Delhi,2017-01-08,"every year (based on Indian fiscal year calendar) but this year Nepal is unlikely to get this facility due to the demonetisation, according to Adhikari.",0
CBI has become 'Conspiracy Bureau of Investigation': Mamata,United News of India,Burdwan,New Delhi,2017-01-09,"district Ms Banerjee said, ""CBI has become Conspiracy Bureau of Investigation,"" TMC supremo once again lashed out at the Centre's decision to demonetise Rs 500",0
"PM for change, Rahul for disruption: FM [Times Nation]",The Times of India (Online),NA,New Delhi,2017-01-09,"a blog. The attack on Rahul signals that the political heat is only likely to rise with the announcement of assembly polls, which are seen",0
Urjit to reply to MP panel’s questions,The Hindu,National,Chennai,2017-01-09,"quiz the officials on these issues, as several details about demonetisation and new notes put into circulation have not been made public. Credit: Special Correspondent",0
"Cash Flow Improves, it will be Any Time Money at ATMs Soon [Finance &amp; Commodities]",The Economic Times (Online),NA,New Delhi,2017-01-09,"As the effects of demonetisation eases, ATMs with 'No Cash' boards are likely to be less in number. Filling of ATM machines accelerated after the",0
Rising cement prices,The Sentinel,NA,NEW DELHI,2017-01-09,housing will take a major hit due to demonetization woes.The next fiscal is likely to be more challenging for the cement sector as the cash,0
"Growth to be below 7.1% estimate, say economists",Businessline,NA,Chennai,2017-01-09,"growth for 2016-17 does not include the impact of demonetisation, and is therefore likely to be largely ignored by markets and even the Finance Ministry",0
"FM: Modi thinks for future, Rahul disrupts Parliament [Times Nation | Black Out?]",The Times of India (Online),NA,New Delhi,2017-01-09,dis paraging attack on Rahul signals that the political heat is only likely to rise with the announcement of assembly polls which are being seen,0
Court allows conversion of old notes seized from IS suspect,IANS English,New Delhi,Noida,2017-01-09,name of the court after changing the same from old currency to new currency in the wake of demonetisation initially for the period of one,0
TMC to take out protest rally in Bhubaneswar,Indian Express,NA,NEW DELHI,2017-01-09,"Square, an important junction of Bhubaneswar. Chief Minister Mamata Banerjee, however, is unlikely to address the event. The TMC has been protesting outside the CBI",0
"FM: Modi thinks of future, Rahul of Parl disruption [Times Nation]",The Times of India (Online),NA,New Delhi,2017-01-09,and somewhat disparaging attack on Rahul signals that the political heat is only likely to rise with the announcement of assembly polls which are being,0
Dubai Puts a 5% Import Duty on Gold Jewellery [Finance &amp; Commodities],The Economic Times (Online),NA,New Delhi,2017-01-10,"5% import duty on gold and diamond jewellery, a move which is likely to hurt Indian exports at a time when demonetisation has hit business",0
Co-op banks laundered money: I-T dept [Times Nation],The Times of India (Online),NA,New Delhi,2017-01-10,"cash were deposited and '3.2 crore in old banned currencies exchanged with new currency within weeks of demonetisation, circumventing the RBI regulations. In another investigation",0
